exact_source_key,source_request_index,source_branch_type,request_start_ns,request_end_ns,ttft_ms,itl_ms,e2e_ms,output_tokens,x_request_id,router_request_id,prefill_worker_id,decode_worker_id,routing_match_status,router_queue_wait_checkpoint_count,router_queue_wait_checkpoint_max_ms,queue_checkpoint_source_file,queue_checkpoint_source_line,system_inflight_at_start,backend_pressure_scope
07dd40536557a1d6440a923557c3129dc929|0|-1,0,root,1786168029914192384,1786168034533620736,2488.659435,10.495801182266009,4619.307075,204.0,fd1c1cd8-3313-44a8-af16-364e6e4ee48c,f4b0ae54-bec1-4c35-9e17-42db074441f6,7587896730349792787,7587896730349792795,exact,,,,,2,Dynamo routing plus HTTP overlap; not request-level SGLang running/waiting or GPU affinity
07dd40536557a1d6440a923557c3129dc929|1|-1,1,root,1786168035375517952,1786168040000086528,2552.269871,10.57232975,4624.446502,197.0,0447552e-a8c5-4999-9b22-c9eaeb402b3b,d9cb78b4-4edd-4a63-95a6-7feb1a6e9f6f,7587896730349792789,7587896730349792792,exact,,,,,2,Dynamo routing plus HTTP overlap; not request-level SGLang running/waiting or GPU affinity
07dd40536557a1d6440a923557c3129dc929|2|-1,2,root,1786168041007448320,1786168042945233408,697.959086,10.41767944537815,1937.66294,120.0,071fadf7-4e0b-4214-a2ea-9ac2fb7f44f6,291f1d1e-4c60-4815-b5fa-778f62e29689,7587896730349792789,7587896730349792795,exact,,,,,2,Dynamo routing plus HTTP overlap; not request-level SGLang running/waiting or GPU affinity
07dd40536557a1d6440a923557c3129dc929|3|-1,3,root,1786168043653183744,1786168047678719232,2529.4943909999997,11.869946111111112,4025.1076009999997,127.0,600cb2b8-b421-4a5e-90ac-104537b1176c,2cdb21b8-0355-4dcf-a929-a192546574d8,7587896730349792789,7587896730349792792,exact,,,,,3,Dynamo routing plus HTTP overlap; not request-level SGLang running/waiting or GPU affinity
07dd40536557a1d6440a923557c3129dc929|4|-1,4,root,1786168048504240128,1786168051677552640,978.579492,10.551029721153846,3173.1936739999996,209.0,0eaf649d-dad8-4318-a3a4-b226e101896e,f5740fbe-a888-4e6d-9921-56127d1d9cbe,7587896730349792789,7587896730349792795,exact,,,,,3,Dynamo routing plus HTTP overlap; not request-level SGLang running/waiting or GPU affinity
07dd40536557a1d6440a923557c3129dc929|5|-1,5,root,1786168052437248256,1786168058431430400,740.080436,10.341965836614172,5993.799081,509.0,cea694ec-bcc4-42b9-96f2-e1e2ee6825a0,f9900782-655a-427d-9c93-44a725e14ad9,7587896730349792789,7587896730349792795,exact,,,,,4,Dynamo routing plus HTTP overlap; not request-level SGLang running/waiting or GPU affinity
07dd40536557a1d6440a923557c3129dc929|6|-1,6,root,1786168059251952640,1786168106038228736,814.188357,10.464822970635101,46786.155667,4394.0,122dcd66-3a64-46af-b928-42f5873db431,788bc25c-1075-4424-be81-c953ce888736,7587896730349792789,7587896730349792795,exact,,,,,3,Dynamo routing plus HTTP overlap; not request-level SGLang running/waiting or GPU affinity
07dd40536557a1d6440a923557c3129dc929|7|-1,7,root,1786168107464587520,1786168151659898624,1155.2709109999998,10.523174633251834,44195.055161,4091.0,50d79516-2828-4f02-b42e-6cde63071188,5978e8ea-4e7e-4cba-9d97-4ff4191dd2ba,7587896730349792787,7587896730349792792,exact,,,,,3,Dynamo routing plus HTTP overlap; not request-level SGLang running/waiting or GPU affinity
07dd40536557a1d6440a923557c3129dc929|8|0,8,subagent,1786168126830161920,1786168129691997952,1531.2402519999998,10.728569322580645,2861.582848,125.0,3fe27dcf-9e08-4876-8089-9dff378a603c,106a43e8-f412-4794-9b0d-c9b5d9f9eecd,7587896730349792789,7587896730349792795,exact,,,,,4,Dynamo routing plus HTTP overlap; not request-level SGLang running/waiting or GPU affinity
07dd40536557a1d6440a923557c3129dc929|8|1,9,subagent,1786168130365415936,1786168134571106816,2097.9133659999998,10.753431025510205,4205.585846999999,197.0,a8b8e53f-589d-444b-bb1d-f6442ea73017,a55f9797-413f-4306-9da6-d658bffe46be,7587896730349792787,7587896730349792792,exact,,,,,3,Dynamo routing plus HTTP overlap; not request-level SGLang running/waiting or GPU affinity
